datetime,EVI,growth
1988-07-02,0.4169928432093378,100.0
1988-07-07,0.40768277287395677,100.0
1988-07-12,0.3960864461566726,100.0
1988-07-17,0.3899258548919262,100.0
1988-07-22,0.38491572701539234,100.0
1988-07-27,0.38095957525325547,100.0
1988-08-01,0.3779535616114931,100.0
1988-08-06,0.3757655083314016,100.0
1988-08-11,0.3742875928490577,100.0
1988-08-16,0.3734077623601555,100.0
1988-08-21,0.37298189070785226,100.0
1988-08-26,0.37287799566732177,100.0
1988-08-31,0.3729935036028036,100.0
1988-09-05,0.3732720479825978,100.0
1988-09-10,0.3737198017520032,100.0
1988-09-15,0.3743527994323555,100.0
1988-09-20,0.37516203489328137,100.0
1988-09-25,0.3761385020044073,100.0
1988-09-30,0.37727319463536,100.0
1988-10-05,0.37855710665576603,100.0
1988-10-10,0.3799812319352519,100.0
1988-10-15,0.38153656434344446,100.0
1988-10-20,0.3832140977499702,100.0
1988-10-25,0.3850048260244557,100.0
1988-10-30,0.38689974303652763,100.0
1988-11-04,0.38888984265581256,100.0
1988-11-09,0.39096611875193704,100.0
1988-11-14,0.39311956519452784,100.0
1988-11-19,0.39534117585321155,100.0
1988-11-24,0.39762194459761463,100.0
1988-11-29,0.39995286529736385,100.0
1988-12-04,0.40232493182208573,100.0
1988-12-09,0.4047291380414069,100.0
1988-12-14,0.40715647782495407,100.0
1988-12-19,0.40959794504235375,100.0
1988-12-24,0.4120445335632325,100.0
1988-12-29,0.4144872372572171,100.0
1989-01-03,0.4169170499939341,0.0
1989-01-08,0.41932496564301,4.5010013401216815
1989-01-13,0.42170197807407145,8.944236775631913
1989-01-18,0.42403908115674516,13.312871578580259
1989-01-23,0.4263272687606577,17.59007102101618
1989-01-28,0.42855753475543573,21.75900037498934
1989-02-02,0.4307208730107057,25.802824912548893
1989-02-07,0.4328082773960944,29.70470990574461
1989-02-12,0.43481074178122836,33.44782062662595
1989-02-17,0.43671926003573425,37.015322347242474
1989-02-22,0.4385248260292386,40.39038033964355
1989-02-27,0.4402184336313681,43.55615987587883
1989-03-04,0.4417910767117493,46.49582622799768
1989-03-09,0.4432337491400088,49.19254466804967
1989-03-14,0.4445374447857733,51.629480468084346
1989-03-19,0.4456931575186694,53.78979890015129
1989-03-24,0.4466918812083236,55.656665236299744
1989-03-29,0.4475246097243626,57.213244748579385
1989-04-03,0.4481823369364129,58.442702709039565
1989-04-08,0.4486560567141014,59.32820438973025
1989-04-13,0.4489367629270545,59.85291506270051
1989-04-18,0.4490154494448988,60.0
1989-04-23,0.4488831101372609,60.143737247940045
1989-04-28,0.44859709024127625,60.45439107739349
1989-05-03,0.44815886078589345,60.93036376462666
1989-05-08,0.4474020545307304,61.75235120193888
1989-05-13,0.4460888560639837,63.178651044202866
1989-05-18,0.4439916930211457,65.45643569971799
1989-05-23,0.4409602284245289,68.74899016537695
1989-05-28,0.43697365414359834,73.07891470614452
1989-06-02,0.43217828547611126,78.28729237884987
1989-06-07,0.42691045685006496,84.00882140029117
1989-06-12,0.42180713727410557,89.5516727594205
1989-06-17,0.4174952211568455,94.23495973670401
1989-06-22,0.4142674103844352,97.74077101514101
1989-06-27,0.4121873316022366,100.0
1989-07-02,0.41112901593578227,0.0
1989-07-07,0.41083081147244255,0.0
1989-07-12,0.4109637285037995,0.0
1989-07-17,0.41121421752872866,0.5508658485268373
1989-07-22,0.4113813800171882,1.6316450084313245
1989-07-27,0.41148861193471464,2.3249466145940376
1989-08-01,0.41162437099344823,3.202688761170273
1989-08-06,0.41178816685453523,4.261701191367971
1989-08-11,0.41197950917912235,5.498813648397944
1989-08-16,0.41219790762835573,6.9108558754674165
1989-08-21,0.41244287186338185,8.494657615785764
1989-08-26,0.41271391154534715,10.247048612562004
1989-08-31,0.4130105363353981,12.164858609005517
1989-09-05,0.413332255894681,14.244917348324597
1989-09-10,0.41367857988434237,16.484054573728983
1989-09-15,0.41404901796552845,18.879100028426258
1989-09-20,0.4144430797993859,21.426883455626875
1989-09-25,0.41486027504706086,24.124234598538415
1989-09-30,0.4153001133697,26.967983200371332
1989-10-05,0.4157621044284496,29.954959004333208
1989-10-10,0.416245757884456,33.081991753633424
1989-10-15,0.4167505833988657,36.34591119148099
1989-10-20,0.41727609063282517,39.743547061084925
1989-10-25,0.4178217892474807,43.2717291056539
1989-10-30,0.41838718890397886,46.92728706839763
1989-11-04,0.4189717992634659,50.70705069252407
1989-11-09,0.41957512998708824,54.60784972124224
1989-11-14,0.4201966907359925,58.62651389776223
1989-11-19,0.4208359911713247,62.7598729652909
1989-11-24,0.4214925409542316,67.00475666703906
1989-11-29,0.42216584974585947,71.35799474621467
1989-12-04,0.42285542720735486,75.81641694602781
1989-12-09,0.42355322134597134,80.32796358469066
1989-12-14,0.4242557402496384,84.8700579117086
1989-12-19,0.42497849038186425,89.54295604768555
1989-12-24,0.42574821937919755,94.51959325115308
1989-12-29,0.4265958656550461,100.0
1990-01-03,0.427550214809849,0.0
1990-01-08,0.4286322628476077,2.6842189427851992
1990-01-13,0.42985028619877014,5.705749630754598
1990-01-18,0.4311956185494728,9.043093680264516
1990-01-23,0.43263913447713775,12.624000129923019
1990-01-28,0.434149504499698,16.37075044386363
1990-02-02,0.435703620474911,20.226020630012357
1990-02-07,0.4372783742605346,24.13248669629644
1990-02-12,0.4388506577143264,28.03282465064229
1990-02-17,0.44039736269404417,31.869710500976876
1990-02-22,0.4418953810574454,35.58582025522648
1990-02-27,0.4433216046622879,39.12382992131806
1990-03-04,0.4446529253663293,42.42641550717805
