datetime,evi
2022-01-04,0.24720686011892257
2022-01-09,0.24720686011892257
2022-01-14,0.2686975220523246
2022-01-19,0.2686975220523246
2022-01-24,0.2686975220523246
2022-01-29,0.2686975220523246
2022-02-03,0.2686975220523246
2022-02-08,0.2686975220523246
2022-02-13,0.2686975220523246
2022-02-18,0.2686975220523246
2022-02-23,0.2686975220523246
2022-02-28,0.2686975220523246
2022-03-05,0.2686975220523246
2022-03-10,0.2686975220523246
2022-03-15,0.2686975220523246
2022-03-20,0.2686975220523246
2022-03-25,0.2686975220523246
2022-03-30,0.2864085881085141
2022-04-04,0.32143925585428257
2022-04-09,0.2555303006150655
2022-04-14,0.30312164945588266
2022-04-19,0.30312164945588266
2022-04-24,0.30312164945588266
2022-04-29,0.30312164945588266
2022-05-04,0.30312164945588266
2022-05-09,0.4973434092125925
2022-05-14,0.4973434092125925
2022-05-19,0.4973434092125925
2022-05-24,0.4973434092125925
2022-05-29,0.4973434092125925
2022-06-03,0.4973434092125925
2022-06-08,0.5118523505803965
2022-06-13,0.47706252421895623
2022-06-18,0.4661613923991528
2022-06-23,0.3247600430570849
2022-06-28,0.2857816675400689
2022-07-03,0.31336239833943763
2022-07-08,0.22888861029075938
2022-07-13,0.2578788628009848
2022-07-18,0.22734604747379608
2022-07-23,0.24406662613572289
2022-07-28,0.22450259051625662
2022-08-02,0.28380935073816216
2022-08-07,0.25377237636293754
2022-08-12,0.25377237636293754
2022-08-17,0.2615790589765047
2022-08-22,0.2521285113133952
2022-08-27,0.33831860810614456
2022-09-01,0.32669878556435783
2022-09-06,0.40002446686848286
2022-09-11,0.3320335103229482
2022-09-16,0.3784535918392331
2022-09-21,0.4920666731020926
2022-09-26,0.4920666731020926
2022-10-01,0.4920666731020926
2022-10-06,0.4920666731020926
2022-10-11,0.4920666731020926
2022-10-16,0.4920666731020926
2022-10-21,0.4920666731020926
2022-10-26,0.4920666731020926
2022-10-31,0.4920666731020926
2022-11-05,0.29485337292419855
2022-11-10,0.29485337292419855
2022-11-15,0.29485337292419855
2022-11-20,0.29485337292419855
2022-11-25,0.29485337292419855
2022-11-30,0.29485337292419855
2022-12-05,0.29485337292419855
2022-12-10,0.29485337292419855
2022-12-15,0.24212229569916385
2022-12-20,0.26342546890617197
2022-12-25,0.26829479401084805
2022-12-30,0.26829479401084805
2023-01-04,0.26829479401084805
2023-01-09,0.26829479401084805
2023-01-14,0.26829479401084805
2023-01-19,0.26829479401084805
2023-01-24,0.26829479401084805
2023-01-29,0.26829479401084805
2023-02-03,0.5381599781808049
2023-02-08,0.5381599781808049
2023-02-13,0.5381599781808049
2023-02-18,0.5381599781808049
2023-02-23,0.5381599781808049
2023-02-28,0.5381599781808049
2023-03-05,0.5381599781808049
2023-03-10,0.5381599781808049
2023-03-15,0.5381599781808049
2023-03-20,0.5380456408682145
2023-03-25,0.538159977990497
2023-03-30,0.538159977990497
2023-04-04,0.538159977990497
2023-04-09,0.4045604392801711
2023-04-14,0.4045604392801711
2023-04-19,0.4045604392801711
2023-04-24,0.35842277135430234
2023-04-29,0.382432398554074
2023-05-04,0.29818387886997255
2023-05-09,0.38052861033106605
2023-05-14,0.2838895611794511
2023-05-19,0.3862294394347808
2023-05-24,0.3757182898748616
2023-05-29,0.3203141012083264
2023-06-03,0.26315039429133746
2023-06-08,0.2940560529577382
2023-06-13,0.16900669664825146
2023-06-18,0.20280975860393563
2023-06-23,0.22092682223552587
2023-06-28,0.19709023979768972
2023-07-03,0.3500369149616461
2023-07-08,0.2855752055450437
2023-07-13,0.2822151601119476
2023-07-18,0.32282567794832756
2023-07-23,0.36019000438605764
2023-07-28,0.5562835521344722
2023-08-02,0.5545606679774037
2023-08-07,0.4755827385324874
2023-08-12,0.482930702593809
2023-08-17,0.4796526181111351
2023-08-22,0.4832589364646344
2023-08-27,0.5268794872978325
2023-09-01,0.4543375408865299
2023-09-06,0.42472844196011994
2023-09-11,0.38471353740368786
2023-09-16,0.3631133213581637
2023-09-21,0.44419510959423675
2023-09-26,0.28621133435199686
2023-10-01,0.2503019471155665
2023-10-06,0.2363100609581068
2023-10-11,0.23798059691508752
2023-10-16,0.23788290135522794
2023-10-21,0.23517333282379507
2023-10-26,0.2322812795003202
2023-10-31,0.2154821462982732
2023-11-05,0.2541421715288314
2023-11-10,0.2515874183001907
2023-11-15,0.2525239866802639
2023-11-20,0.18007766749500084
2023-11-25,0.19880477660379078
2023-11-30,0.19880477660379078
2023-12-05,0.3840302125598406
2023-12-10,0.3840302125598406
2023-12-15,0.2650927701077638
2023-12-20,0.3099102536583554
2023-12-25,0.4398086105367997
2023-12-30,0.4289179801386394
2024-01-04,0.30817905451025757
2024-01-09,0.30817905451025757
2024-01-14,0.3049112406647185
2024-01-19,0.31099051722014587
2024-01-24,0.2512571081090837
2024-01-29,0.2512571081090837
2024-02-03,0.5038915454687568
2024-02-08,0.5038915454687568
2024-02-13,0.5038915454687568
2024-02-18,0.43192375274213385
2024-02-23,0.3785351369497597
2024-02-28,0.3785351369497597
2024-03-04,0.3785351369497597
2024-03-09,0.3785351369497597
2024-03-14,0.3785351369497597
2024-03-19,0.3785351369497597
2024-03-24,0.3785351369497597
2024-03-29,0.3168218187632705
2024-04-03,0.3168218187632705
2024-04-08,0.3168218187632705
2024-04-13,0.3168218187632705
2024-04-18,0.3168218187632705
2024-04-23,0.3168218187632705
2024-04-28,0.24357450583893625
2024-05-03,0.25161260331473106
2024-05-08,0.3921801989909996
2024-05-13,0.3921801989909996
2024-05-18,0.3921801989909996
