datetime,heat_index,maximum_temperature,minimum_temperature,relative_humidity,saturation_vapor_pressure,vapor_pressure_deficit,temperature_range
1983-01-01,25.178334613641105,28.177015194296835,21.430283251404767,82.53282724022866,3.2002632040530443,0.5654282470815816,6.746731942892069
1983-01-02,26.321407867802527,29.07840235382319,22.22182467728853,78.3090094447136,3.366951384581626,0.7368432175600902,6.856577676534659
1983-01-03,22.90862703654501,24.752809339761733,20.37752014100552,90.9518166422844,2.7685854787006976,0.2558459886698983,4.375289198756214
1983-01-04,24.461842834949486,27.506888709962364,20.743310245871545,84.4630136668682,3.073793266713619,0.4840215120464564,6.76357846409082
1983-01-05,25.062850683927543,28.0460483968258,21.262630181014533,85.73665083646776,3.1722118016332392,0.4584421458159341,6.783418215811267
1983-01-06,24.436704493231243,27.32704507410526,20.87536369860172,84.45912498831748,3.064581069350243,0.4827815392811317,6.45168137550354
1983-01-07,24.523914400074226,27.44806047081947,20.947517451643947,83.37135397791863,3.082565838843584,0.5182906846050174,6.500543019175524
1983-01-08,23.826754507091312,26.23181674182415,20.653196616470815,90.715702688694,2.933321492932737,0.2780186619900632,5.578620125353336
1983-01-09,25.302757074435554,28.93211084157228,20.899371509253974,83.00719574093817,3.2446492452174422,0.5570848159957676,8.032739332318304
1983-01-10,24.999567276901672,27.84677744060755,21.356155601143833,85.14816983938218,3.1578883731737735,0.4754461953183636,6.490621839463717
1983-01-11,24.77269589569833,28.42298111617565,20.451068754494187,83.1862773001194,3.152665789797902,0.5360224755480886,7.971912361681461
1983-01-12,25.428573674625827,28.34788647741079,21.78664656877518,80.41781833767891,3.2474185854196556,0.6417383288848214,6.56123990863561
1983-01-13,24.883953044811886,27.783701083064088,21.27990061044693,82.01409242153169,3.1456473207101228,0.573071233148221,6.503800472617158
1983-01-14,24.365619785255856,27.8628333568573,20.186360369622708,85.17564032077789,3.070526822283864,0.460800733679207,7.676472987234593
1983-01-15,24.66529583268695,27.323688505589967,21.320608659088613,84.19887833595277,3.0982038285583258,0.4954754489066545,6.003079846501354
1983-01-16,25.560089972284114,28.08599297404289,22.25529734045267,81.94026054143906,3.256107687577605,0.5938436032971367,5.830695633590221
1983-01-17,26.88656952314907,29.210638616979125,22.423021543025975,80.87952671051025,3.3988984268158675,0.6561413271352647,6.78761707395315
1983-01-18,25.068065080377796,27.48005502223968,21.824895751476294,86.2999483048916,3.1548178335651755,0.4383540719893062,5.655159270763384
1983-01-19,24.90171157982614,26.97279634773731,22.04200294166803,85.33821972012521,3.118538679927587,0.4635336410283343,4.930793406069281
1983-01-20,24.219199048148262,26.402495598793028,21.28648454993963,88.44572376012802,2.999129217863083,0.3522585607948713,5.116011048853398
1983-01-21,24.241825458076267,26.578433427214616,21.16965555250645,87.8018085539341,3.0078946666792037,0.3724370626499876,5.408777874708168
1983-01-22,23.49966289930874,25.627782006561755,20.64734025746584,90.18747462034226,2.8727040383964773,0.2876410566503182,4.980441749095917
1983-01-23,24.879003581073544,28.11867321878671,20.866985850036148,84.8171138525009,3.149942548573017,0.48442106951843,7.251687368750563
1983-01-24,24.95205662647883,28.007965284585943,21.246998314559463,79.72413953542708,3.1668908823281527,0.647670446918346,6.76096697002648
1983-01-25,24.815710193581054,28.129068666696547,20.84364535808563,80.66219404339789,3.1495118275284764,0.6151958802482113,7.285423308610916
1983-01-26,25.31471278601223,27.93954637348652,21.92249331474304,82.70188494920731,3.212583000585437,0.561179448175244,6.017053058743482
1983-01-27,25.37047205699815,28.395156948268415,21.60287364572287,81.43902706503869,3.2380316810682412,0.6066839681589045,6.792283302545545
1983-01-28,26.534001688162494,29.65967728793621,21.588167265057564,78.20962355136871,3.384576564654708,0.7434441153658554,8.071510022878645
1983-01-29,27.85708276761903,29.761892734467985,22.98799591362476,77.43661301136017,3.511921615526081,0.7982291091931983,6.773896820843223
1983-01-30,26.189507189724196,28.636079992353913,22.33275762349367,81.37698086500168,3.324719853140414,0.6255580557743089,6.303322368860243
1983-01-31,27.062345673640575,30.017055040597914,21.93268139362335,79.66285042762755,3.4556977137923237,0.7092105197021737,8.084373646974562
1983-02-01,24.755700929297348,27.743665632605552,21.00897124260664,84.8142012000084,3.11965336445719,0.4800738975405693,6.734694389998911
1983-02-02,25.09177962607808,27.811891609430315,21.555837903916835,85.51021453738214,3.1695729138329622,0.4654417587618809,6.25605370551348
1983-02-03,23.765373362435227,26.112077052891255,20.70179762691259,88.87498152852058,2.924781739525497,0.3310295645613223,5.410279425978665
1983-02-04,24.44035344984796,27.24407012015581,20.940178446471688,85.46898751854896,3.060311372950673,0.4508904888702089,6.303891673684124
1983-02-05,24.236033701234376,27.299415482580663,20.41805963516235,88.58929318785667,3.026489442400634,0.350817609578371,6.8813558474183125
1983-02-06,24.833150684833523,27.60265696048736,21.382451409101485,83.3508967578411,3.132992973551154,0.5274805100227241,6.220205551385874
1983-02-07,24.654005034102347,27.955908867716794,20.719942432641982,82.06516640782357,3.120698565244675,0.5654482518672012,7.235966435074811
1983-02-08,24.12564056780604,27.142564427852633,20.46262279599905,84.64896079301833,3.013292175345123,0.4682548574521206,6.679941631853584
1983-02-09,24.704280737373562,28.132924439013003,20.635414341092112,82.19691103100777,3.133982324786484,0.5637424231157638,7.497510097920891
1983-02-10,25.00046611825626,28.037170204520223,21.23169350773096,82.61357919573786,3.1690674386918545,0.5569925065618009,6.805476696789263
1983-02-11,25.4315893120236,28.174738670885564,21.86445846408606,84.07435913085939,3.234694845415652,0.5220159565855284,6.310280206799504
