system:index,date,heat_index,maximum_temperature,minimum_temperature,relative_humidity,saturation_vapor_pressure,vapor_pressure_deficit,.geo
1983_01_01,19830101,81.73650484900492,29.848924080235363,22.877864121504434,76.32751290417073,3.5112234730702796,0.8339660763740541,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_02,19830102,84.9466851386882,30.700213669844278,23.717733415086027,72.68881680797024,3.690018190327187,1.0110656354285528,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_03,19830103,75.88394845728534,26.17931107162986,21.90314876102604,84.93725103782454,3.0235998816649707,0.458053570365374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_04,19830104,78.92439281364355,29.26814855341574,22.170903539125806,78.32410788270175,3.382820713032577,0.7360924063562018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_05,19830105,81.36625393438516,29.486452503275252,22.751504816530364,80.1153835736243,3.456859335137122,0.6903940829202588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_06,19830106,78.8927560969356,29.040074351994967,22.367656076707807,78.23721390054128,3.3722556483789883,0.7367135987627462,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_07,19830107,78.7991226224651,28.839305519614523,22.476947440533834,77.99363223504844,3.357927497877951,0.7417934467136639,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_08,19830108,77.56994234673597,27.777101584083525,22.099967091500094,84.51551148084903,3.20740567352692,0.49923176991452073,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_09,19830109,81.75301690083897,30.269541261807692,22.380365786499247,77.91000732081531,3.521119351280666,0.780738043186833,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_10,19830110,81.52387651634923,29.49347619407682,22.92126818305941,79.05325022417374,3.471978796902199,0.7300044580684718,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_11,19830111,80.2832180292633,29.801218511446702,21.94549317342198,77.7832194615474,3.4282395777649155,0.7645628381395871,"{""type"":""MultiPoint"",""coordinates"":[]}"
