system:index,date,heat_index,maximum_temperature,minimum_temperature,relative_humidity,saturation_vapor_pressure,vapor_pressure_deficit,.geo
1983_01_01,19830101,77.32100230455399,28.177015194296835,21.430283251404767,82.53282724022866,3.2002632040530443,0.5654282470815816,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_02,19830102,79.37853416204455,29.07840235382319,22.22182467728853,78.3090094447136,3.366951384581626,0.7368432175600902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_03,19830103,73.23552866578102,24.752809339761733,20.37752014100552,90.9518166422844,2.7685854787006976,0.2558459886698983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_04,19830104,76.03131710290907,27.506888709962364,20.743310245871545,84.4630136668682,3.073793266713619,0.4840215120464564,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_05,19830105,77.11313123106957,28.0460483968258,21.262630181014533,85.73665083646776,3.1722118016332392,0.4584421458159341,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_06,19830106,75.98606808781624,27.32704507410526,20.87536369860172,84.45912498831748,3.064581069350243,0.48278153928113177,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_07,19830107,76.1430459201336,27.448060470819474,20.947517451643947,83.37135397791863,3.082565838843584,0.5182906846050174,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_08,19830108,74.88815811276436,26.231816741824154,20.653196616470815,90.715702688694,2.933321492932737,0.27801866199006325,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_09,19830109,77.544962733984,28.93211084157228,20.899371509253974,83.00719574093817,3.2446492452174422,0.5570848159957676,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_10,19830110,76.999221098423,27.84677744060755,21.356155601143833,85.14816983938218,3.1578883731737735,0.47544619531836363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_11,19830111,76.590852612257,28.42298111617565,20.451068754494187,83.1862773001194,3.152665789797902,0.5360224755480886,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_12,19830112,77.77143261432649,28.34788647741079,21.78664656877518,80.41781833767891,3.2474185854196556,0.6417383288848214,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_13,19830113,76.79111548066139,27.783701083064088,21.27990061044693,82.01409242153169,3.1456473207101228,0.573071233148221,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_14,19830114,75.85811561346054,27.8628333568573,20.186360369622708,85.17564032077789,3.070526822283864,0.46080073367920704,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_15,19830115,76.39753249883651,27.323688505589967,21.320608659088613,84.19887833595277,3.0982038285583258,0.4954754489066545,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_16,19830116,78.0081619501114,28.08599297404289,22.25529734045267,81.94026054143906,3.256107687577605,0.5938436032971367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_17,19830117,80.39582514166833,29.210638616979125,22.423021543025975,80.87952671051025,3.3988984268158675,0.6561413271352647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_18,19830118,77.12251714468003,27.480055022239682,21.824895751476294,86.2999483048916,3.1548178335651755,0.43835407198930626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_19,19830119,76.82308084368705,26.97279634773731,22.04200294166803,85.33821972012521,3.118538679927587,0.4635336410283343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_20,19830120,75.59455828666687,26.402495598793028,21.28648454993963,88.44572376012802,2.999129217863083,0.35225856079487133,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_21,19830121,75.63528582453728,26.578433427214616,21.16965555250645,87.8018085539341,3.0078946666792037,0.3724370626499876,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_22,19830122,74.29939321875572,25.627782006561755,20.647340257465842,90.18747462034226,2.8727040383964773,0.2876410566503182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_23,19830123,76.78220644593237,28.118673218786714,20.866985850036148,84.8171138525009,3.149942548573017,0.48442106951843006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_24,19830124,76.91370192766189,28.007965284585946,21.246998314559463,79.72413953542708,3.1668908823281527,0.647670446918346,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_25,19830125,76.6682783484459,28.129068666696547,20.84364535808563,80.66219404339789,3.1495118275284764,0.6151958802482113,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_26,19830126,77.56648301482201,27.939546373486518,21.92249331474304,82.70188494920731,3.212583000585437,0.561179448175244,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_27,19830127,77.66684970259666,28.395156948268415,21.60287364572287,81.43902706503869,3.2380316810682412,0.6066839681589045,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_28,19830128,79.76120303869249,29.65967728793621,21.588167265057564,78.20962355136871,3.384576564654708,0.7434441153658554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_29,19830129,82.14274898171425,29.761892734467985,22.98799591362476,77.43661301136017,3.511921615526081,0.7982291091931983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_30,19830130,79.14111294150355,28.636079992353913,22.33275762349367,81.37698086500168,3.324719853140414,0.6255580557743089,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_01_31,19830131,80.71222221255303,30.017055040597914,21.93268139362335,79.66285042762755,3.4556977137923237,0.7092105197021737,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_01,19830201,76.56026167273522,27.743665632605552,21.00897124260664,84.8142012000084,3.11965336445719,0.4800738975405693,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_02,19830202,77.16520332694054,27.811891609430315,21.555837903916835,85.51021453738214,3.1695729138329622,0.4654417587618809,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_03,19830203,74.77767205238341,26.112077052891255,20.701797626912594,88.87498152852058,2.924781739525497,0.3310295645613223,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_04,19830204,75.99263620972633,27.24407012015581,20.940178446471688,85.46898751854896,3.060311372950673,0.45089048887020894,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_05,19830205,75.62486066222188,27.299415482580663,20.418059635162354,88.58929318785667,3.026489442400634,0.350817609578371,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_06,19830206,76.69967123270034,27.602656960487362,21.382451409101485,83.3508967578411,3.132992973551154,0.5274805100227241,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_07,19830207,76.37720906138422,27.955908867716794,20.719942432641986,82.06516640782357,3.120698565244675,0.5654482518672012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_08,19830208,75.42615302205087,27.142564427852633,20.46262279599905,84.64896079301833,3.013292175345123,0.46825485745212064,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_09,19830209,76.46770532727241,28.132924439013003,20.635414341092112,82.19691103100777,3.133982324786484,0.5637424231157638,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_10,19830210,77.00083901286126,28.037170204520223,21.23169350773096,82.61357919573786,3.1690674386918545,0.5569925065618009,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_11,19830211,77.77686076164248,28.174738670885564,21.86445846408606,84.07435913085939,3.234694845415652,0.5220159565855284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_12,19830212,79.03618301749229,28.812730638682844,22.025049489736553,82.66152989864351,3.3194763422012326,0.5813354434329087,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_13,19830213,78.81679421663284,29.038026876747605,21.619327859580515,81.83841948509216,3.3133994108065967,0.6080865506199188,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_14,19830214,76.3118790268898,26.651875907182692,21.788000346720217,88.77446133494378,3.0645867416635157,0.3501929608057253,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_15,19830215,78.04314318299295,28.617182831466195,21.704578837752344,83.14830983877184,3.2720105702057487,0.5584325929696207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_16,19830216,76.9572239816189,28.179133780300614,20.995357427001,84.62759392261506,3.166472527384758,0.4927613253414165,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_17,19830217,77.64711566567422,28.643692520260807,21.309142833948137,82.41450281143187,3.2431189289316538,0.575992464774754,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_18,19830218,75.86628953814508,27.20026598721743,20.858706384897236,85.1303635239601,3.049326521717012,0.4594038083567284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_19,19830219,77.79303141236306,28.40798770785331,21.66997558474541,83.51221900582313,3.2445314157754184,0.5401861806982197,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_20,19830220,76.38965550661086,28.710155482590203,19.833548589050764,87.90888414382935,3.1403859579935673,0.38633455154486,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_21,19830221,76.65083168148993,27.934208285808563,20.933402457833292,84.06480087637902,3.1346339615061884,0.5056719644460826,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_22,19830222,74.47580076456069,25.90374094694853,20.58850960582495,88.96278921961783,2.895465408079326,0.32515077079879123,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_23,19830223,75.27116071581838,26.93318592458964,20.478861536085603,85.82021647691727,2.992818440496921,0.430885548486549,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_24,19830224,77.51731429696083,28.66916917264461,21.156900952756406,82.09027466177942,3.2343981659039853,0.5854532537166961,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_25,19830225,78.07509298920633,28.30319269448519,22.1030352473259,82.11871702671051,3.267937819845974,0.59026693305932,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_26,19830226,77.746842700243,28.927764303982265,21.114860804378992,82.86169154644013,3.261323854140937,0.5657418492017313,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_27,19830227,76.25577929019929,27.909542207419864,20.568981407582758,84.83296952843668,3.104284948855638,0.4768168453651015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_02_28,19830228,77.73591625690462,28.63216583281755,21.39667740315199,82.97144535779952,3.248924905247986,0.5595086747664026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_01,19830301,78.01122699975967,28.954224880039693,21.31585400402546,84.81032522916794,3.279721276648343,0.5049965146521572,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_02,19830302,76.8606421351433,27.475330016016958,21.458722801506525,90.00049020648001,3.1256210932508113,0.3195433916698675,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_03,19830303,77.8568349003792,29.264658005535605,20.864378271996976,83.91371076107025,3.2815714886412026,0.5350491505174431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_04,19830304,76.00298698544502,27.686765179038048,20.397333925962446,89.93688041567803,3.0675270820036533,0.3159097763476894,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_05,19830305,77.58773335814476,29.273150411248206,20.533945338428023,85.70319743752478,3.257014207169413,0.4717757678532507,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_06,19830306,75.30264359712602,26.632209543883803,20.701627671718597,90.30509449839592,2.977887978218496,0.2947988627536688,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_07,19830307,74.7283555328846,26.855133149027825,19.86374417245388,90.59644963145253,2.9394608048722146,0.28272962183109485,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_08,19830308,75.95078100562097,28.21063024401665,19.910882273316385,86.21073073148727,3.089494425617158,0.4325561041507171,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_09,19830309,76.89410860538484,28.301124617457393,20.920634382963183,80.18375725150106,3.1747108673676845,0.6353183541097678,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_10,19830310,77.1616897881031,28.391253747045994,21.034007146954536,83.18305873274804,3.1934544855728753,0.5435077908565291,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_11,19830311,77.36820264458656,27.65985124111175,21.830823570489883,88.76429160237312,3.1752189042046663,0.3637038918677718,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_12,19830312,76.45294225215913,27.770593674480914,20.82319970875978,88.58760920763018,3.108124085515738,0.3610662410734221,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_13,19830313,76.70965136885644,28.16189688742161,20.673917248845097,87.6826057910919,3.1404740316793323,0.3938308257609606,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_14,19830314,76.87150121927262,28.73386014997959,20.23681467175484,88.91684891581534,3.1726543080061673,0.3586458943784237,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_15,19830315,75.33055683374405,26.395999431610107,20.967962549626826,90.28133779764175,2.974031784757971,0.2953525187214837,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_16,19830316,77.45007789731027,28.295178917050357,21.312231674790382,87.6439217507839,3.2045202186331143,0.40332075080368673,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_17,19830317,79.1035624742508,29.31606530994177,21.49645201265812,84.62074401378631,3.336540149897338,0.520180548512144,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_18,19830318,77.33966735601425,28.591043180227278,20.981292331218718,84.60938340425491,3.2119854941964143,0.5003771908814089,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_19,19830319,75.95419547557832,27.628450357913973,20.369017545878883,91.34408835768699,3.0590661279857163,0.2715654289087979,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_20,19830320,77.49449143409727,28.380567909777163,21.36362197995186,84.23620820045473,3.2177713062614206,0.513486003014259,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_21,19830321,75.37055456638338,26.399950024485587,20.979958783090115,91.34219967126846,2.9754209179431204,0.2641074654322438,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_22,19830322,75.21086995601654,27.479603531956666,19.749841018021105,90.59775881767271,2.9971992036327717,0.2878123346657957,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_23,19830323,77.76972960829734,28.899247506260867,21.1138723090291,84.83400561213493,3.2580456165596843,0.5012722881801892,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_24,19830324,77.8915279686451,29.211094172298914,20.942378890514377,84.39212815761567,3.2810879234224566,0.5191131643485278,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_25,19830325,76.04465670585633,28.056118203699587,20.09631535559892,88.962020778656,3.0865215918049222,0.3487675367854535,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_26,19830326,76.34403058290481,28.195975691080086,20.324465508759022,86.90282909870147,3.1184690617024895,0.4158242880483157,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_27,19830327,76.6189641058445,27.898765388131135,20.884591273963455,85.9123628258705,3.127533536031842,0.4478857278780198,"{""type"":""MultiPoint"",""coordinates"":[]}"
1983_03_28,19830328,77.53128136396406,28.099960763752456,21.620392960309978,86.58047437071801,3.206646450608968,0.43708775458217125,"{""type"":""MultiPoint"",""coordinates"":[]}"
