datetime,temperature_2m,temperature_2m_min,temperature_2m_max,soil_temperature_level_1,soil_temperature_level_2,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,total_precipitation_sum,dewpoint_temperature_2m,surface_solar_radiation_downwards_sum,surface_net_solar_radiation_sum,total_evaporation_sum,u_component_of_wind_10m,v_component_of_wind_10m,temperature_range
2018-08-14,297.075184333484,292.28338039148184,302.2591522410354,300.30111759392787,299.72286846706606,0.2446153249599464,0.2474159176203463,0.2754278808013077,0.00048612073914445223,290.70127489064424,20198853.01479915,17453054.363636363,-0.0023659355938434,-0.308439545097109,-0.0826089675364316,9.975771849553553
2018-08-15,297.05373694814364,291.4447256979428,303.2379508149548,300.1175150841034,299.824861757683,0.2420442902428571,0.2472621428454064,0.2744097262725937,3.1342611693480555e-05,288.9219983916118,21298113.73361522,18402372.4397463,-0.0023638118554623,-0.3367019529658526,-0.2537564252614134,11.793225117012014
2018-08-16,296.6503027740543,292.16211237514244,302.2988933216442,300.2120133830763,299.7527105897308,0.2387106776489515,0.2470981444667307,0.273352647852612,0.00011060014554398434,287.9543379514128,21603592.26215644,18658165.1627907,-0.0023290860972684,-0.0378532853237418,0.1273305736182859,10.136780946501744
2018-08-17,295.81547265324986,289.204132402674,301.6567984776567,299.5652652173247,299.6626331082022,0.2362356663086281,0.2469507019817199,0.2723853868695529,1.4295773822220034e-05,287.67279482190247,21452404.85835095,18520503.949260037,-0.0021708693481335,0.1012964954335896,0.8345597740459643,12.452666074982687
2018-08-18,295.9130692969249,289.33257282410307,302.3794618892871,299.39617878522057,299.39625956593807,0.233423492453147,0.246796268573355,0.2713457272874376,5.17842334181354e-07,285.4258431628861,23026390.342494715,19869973.970401693,-0.0023335992451166,-0.2669865444901125,-0.017451638987234,13.046889065184018
2018-08-19,296.59354196055153,290.8833185562876,302.72595005156376,300.0408073167216,299.43143509373516,0.2310189293504516,0.2466441350053782,0.2703121956844745,2.436733649094563e-06,287.23233960362035,24002790.84143763,20703754.202959824,-0.002304111977539,-0.3264259166327725,-0.1668106670359476,11.84263149527618
2018-08-20,297.01984583751846,292.43509411156555,302.6791700883345,300.4444905066675,299.7640345010899,0.2293302093785442,0.2465085922789623,0.2693995649836448,6.574026877985947e-05,288.0250021495644,21383179.513742067,18435747.65327696,-0.0020438132622529,-0.0806709582575447,-0.1733878715681811,10.244075976768954
2018-08-21,296.8777762312886,293.11081439092845,301.4331726654891,300.4054639411695,299.93202472253944,0.2307782378139589,0.2463995118305832,0.2686809569366218,0.0005803393324074847,289.3926309836927,20014906.60465116,17248438.549682874,-0.002004214603824,-0.0051002865361864,0.2909583498509187,8.322358274560656
2018-08-22,297.12290637908137,293.49410865574004,302.32916727529766,300.52195997150784,300.0667550878007,0.2310985742613326,0.2463059280857895,0.2680087139944193,0.00019278677515052048,289.40938469992295,19536461.74630021,16827508.00845666,-0.0018921931713315,-0.2163540878457196,0.0121076574957312,8.835058619557628
2018-08-23,296.7429961378596,292.99204258989334,301.88180522636424,300.3424087481401,300.0497959518702,0.2315318730618434,0.2462294567126972,0.2674096331283859,0.00033317531516133595,289.67025959264896,18553979.395348836,15974060.270613106,-0.001795541022532,-0.1719505573511963,0.2034761293241892,8.889762636470891
2018-08-24,296.740822997036,292.78783140928493,301.6453210616969,300.23304750685793,300.0185979113266,0.2318457105447071,0.2461588633068856,0.2668262788155618,0.0002629365653870726,289.5092647826697,18926442.60887949,16286616.397463,-0.0018236954198327,-0.3944344470163228,-0.4137527312587229,8.85748965241197
2018-08-25,296.541462912368,292.22568194205866,301.5398930233074,300.1300818206056,299.9082115716376,0.2324261171369169,0.2460911961152908,0.2662936338998635,0.00035877897547869047,289.06826702787305,19666262.668076113,16916961.205073994,-0.0017805865869304,-0.0165541597114976,-0.4401394420311936,9.314211081248743
2018-08-26,296.4618027507628,292.2518056986448,301.0233974981005,300.0870662995675,299.87260414833247,0.235119654982757,0.2460262669569342,0.2657789723649673,0.0007550773295034477,289.77214210381214,20089008.964059196,17272141.192389004,-0.0019073227861498,-0.2165950643419799,-0.4402390642851654,8.771591799455734
2018-08-27,297.29467878281184,293.51468982656206,302.2558717949446,300.82037177297576,300.0688515690702,0.236777132879772,0.2459622531646233,0.265246625850535,0.0005180305204734237,290.50180190142146,21198020.42706131,18217840.114164904,-0.0019495593183073,-0.2097365962022455,-0.2570865183669635,8.741181968382534
2018-08-28,296.86492158057746,293.1219755015464,301.4074558637107,300.6349594608169,300.2916800073539,0.2386446530084697,0.2459111284251948,0.2647638246994609,0.0006408189743301128,289.8005066885757,19488500.714587737,16740811.484143762,-0.0019412107497894,0.0874046503111373,0.2769246241675034,8.285480362164321
2018-08-29,296.46776152161164,292.44169361848407,300.92299047232177,299.9513473510742,300.0382407580235,0.2398416735573164,0.2458726037464316,0.2643595151786992,0.000545906837843504,289.2880896029966,17438323.040169135,14973052.575052856,-0.0017076653465786,-0.3379989957372599,-0.3102364656873115,8.481296853837705
2018-08-30,296.92070991779565,293.4228619823496,301.6889997163736,300.53069650194357,300.0279419853957,0.2410697103638813,0.2458321891929836,0.2639087867871231,0.000624120960023892,289.5595467347675,20872073.85200846,17913420.139534883,-0.0019831676351154,-0.3600680705440808,-0.2530808496676842,8.266137734023971
2018-08-31,296.51801143589785,292.4689881725997,300.74125906881767,300.1902325155031,300.0492869424853,0.2451451498492659,0.2458053451763903,0.2635163084733142,0.0017237207159717,289.83961725268585,19017093.11205074,16313526.1987315,-0.0019668363759305,-0.1827947604479799,-0.4138666654321994,8.272270896217947
2018-09-01,296.41927803259995,292.9200104275919,301.5478516270192,299.8344266567539,299.81493393680927,0.256087557878017,0.2458180930935387,0.2632148949674857,0.0016220996819969,290.7513931172259,19184735.7589852,16450064.359408032,-0.0023271506179683,-0.0941964015732187,-0.4463812268225553,8.627841199427337
2018-09-02,295.5991902744543,292.099712702487,300.8592913508667,299.23851157814113,299.5134018877175,0.3017015853677525,0.2465525715178045,0.2629768917306869,0.0069188875388393,291.48016899920754,18434810.24947146,15799632.270613108,-0.0026072518935478,0.2346776160158852,0.5188634503131353,8.759578648379716
2018-09-03,296.1679099904894,291.47449149843504,302.0517946206994,299.3633358883472,299.2950884810294,0.3038355240610134,0.2484792194541194,0.2627524644073421,0.0002317348443477816,290.0344995293002,22623793.217758983,19380919.7589852,-0.003290137366626,0.3163539007400609,1.3108569717138396,10.577303122264368
2018-09-04,295.4195734525415,290.9790695222689,300.52899605426427,298.94647898146434,299.16094094586254,0.283896062473246,0.2489915125969852,0.2624446164561964,0.000257404945628867,287.44148272002894,21230064.21141649,18178420.43551797,-0.0026326700887518,0.2174879629230565,0.9298570096450762,9.549926531995368
2018-09-05,295.9643329287012,292.1077777951263,300.70550617758363,299.07671331737646,299.0241731384256,0.274379004383692,0.2490489467757953,0.2621644808424451,0.0007313293584003673,289.0922314319247,19320012.105708245,16535327.35729387,-0.0023037052731055,-0.3539690618535177,0.37208944529694,8.59772838245732
2018-09-06,296.0268475920319,292.60980579464933,301.10847095707254,298.9677136967601,299.0365737756429,0.2980884648780742,0.2491345758417947,0.2619886983020613,0.0046235026943337,290.9541967982049,18766448.10147991,16054026.90063425,-0.0026665774605238,-0.3448847487747375,-0.4275976592508145,8.498665162423208
2018-09-07,295.8936406095907,292.60643724760087,300.92347623732326,298.62954212427974,298.8243662045823,0.3091594166449882,0.2496324113089069,0.2618915149239775,0.0027307953436028,290.9190842478606,18770777.560253695,16050238.786469346,-0.0031294342106794,-0.1443534592997447,0.6439186027975803,8.317038989722391
2018-09-08,295.7001151783186,292.39208842432777,301.11269496409636,298.41901209389687,298.6262416355706,0.3642721438256681,0.2539288128993308,0.2618516501278168,0.010666394838571,292.0854336521506,18879361.83509514,16135517.818181816,-0.0034861550105235,-0.2067901014525593,-0.0868880592491359,8.720606539768596
2018-09-09,295.74764315018444,291.4130520971835,299.92646657286434,298.07476830028827,298.3742548880063,0.3674619512040485,0.2629900092890432,0.2618659249991913,0.0022900893896525,290.3502873561179,20938130.61310782,17887051.627906978,-0.0040656307487734,-0.2434897204366176,0.0200502884228352,8.513414475680861
2018-09-10,297.13456682523764,292.55422867176145,302.4996839849944,298.81215325100817,298.59105809529615,0.3317879319947062,0.2645978020311157,0.2617181948661132,0.0002705381737070184,288.4916142120253,23006770.253699787,19645132.52431289,-0.0039918695322491,-0.2869711560712388,-0.0857782263920456,9.94545531323297
